Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),SERP Features
change pan card details,,20,"0.11,0.11,1.00,0.44,0.22,0.11,0.11,0.11,0.11,0.22,0.44,0.11",,0.00,
change pan card details online,,20,"0.14,0.29,0.14,0.71,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14",,0.00,
change pan details,,20,"0.14,0.14,0.14,0.29,0.29,0.14,1.00,0.14,0.29,0.14,0.43,0.14",,0.00,
changi airport flight details,,20,"0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.40,1.00,0.20,0.20",,0.00,
changing details on birth certificate,,20,"0.00,0.00,0.40,0.00,0.40,0.40,0.80,0.00,0.40,1.00,0.80,0.00",,0.00,
channel grating details,,20,"0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.75,0.25,0.50,0.25,0.25",,0.00,
chartered accountant course details,,20,"0.14,0.43,0.43,0.14,0.14,0.29,0.14,0.29,0.14,0.14,0.14,1.00",,0.67,
chassis details,,20,"0.11,0.22,0.44,0.11,1.00,0.33,0.11,0.11,0.22,0.11,0.11,0.11",,0.00,
chassis number details,,20,"0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.43,1.00,0.14",,0.00,
cheap car detailing,,20,"0.80,0.20,0.20,0.80,1.00,0.60,0.40,0.20,0.20,0.60,0.20,0.20",,1.30,
check aadhar card details online,,20,"0.20,1.00,0.20,0.20,0.20,1.00,0.20,0.20,0.60,0.20,0.40,0.80",,0.00,
check aadhar details,,20,"0.20,0.40,0.20,1.00,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20",,0.00,
check car details,,20,"0.14,0.14,0.14,1.00,0.29,0.14,0.43,0.14,0.14,0.14,0.14,0.14",,0.20,
check car details with chassis number,,20,"1.00,0.33,0.33,0.33,0.67,0.33,1.00,0.67,0.67,0.67,0.67,0.33",,0.18,
check car insurance details,,20,"1.00,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.56,0.11,0.22,0.11",,0.00,
check company details india,,20,"0.14,0.14,0.14,0.43,0.14,0.14,0.29,0.71,0.57,0.14,1.00,0.14",,0.00,
check details with vehicles and drivers licensing department,,20,"0.14,0.14,0.57,0.71,1.00,0.14,0.14,0.43,0.29,0.14,0.14,0.29",,0.00,
check domain details,,20,"0.71,0.14,0.14,0.14,0.14,0.14,0.29,0.43,0.14,0.14,1.00,0.14",,0.88,
check domain details owner,,20,"0.29,1.00,0.14,0.14,0.14,0.29,0.14,0.29,0.14,0.71,0.14,0.14",,0.00,
check domain ownership details,,20,"0.14,0.43,0.14,0.14,1.00,0.14,0.14,0.71,0.14,0.14,0.14,0.14",,0.00,
check domain registration details,,20,"1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.60,0.20,0.80,0.20",,0.00,
check fine details,,20,"1.00,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.25,1.00",,0.00,
check flight ticket details,,20,"0.25,0.50,0.25,0.25,0.25,0.25,1.00,0.50,0.25,0.25,0.25,0.50",,0.00,
check gst details,,20,"0.57,0.14,1.00,0.14,0.14,0.29,0.71,0.14,0.29,0.43,0.14,0.14",,0.00,
check https status epicgames com for details,,20,"0.57,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.43,0.71,0.14",,0.00,
check indian passport details online,,20,"0.14,0.29,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.43,0.14",,0.00,
check iphone detail by serial number,,20,"0.75,0.25,0.50,0.50,0.25,1.00,0.25,0.50,0.25,0.25,0.25,0.25",,0.00,
check kerala vehicle registration details,,20,"0.25,0.50,0.25,0.25,0.50,0.50,0.25,1.00,0.50,0.25,0.75,0.25",,0.00,
check my passport details,,20,"0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.60,0.40,0.60,0.20,0.20",,0.00,
check my pc details,,20,"0.14,0.14,0.14,0.14,1.00,0.14,0.71,0.14,0.14,0.14,0.29,0.14",,0.00,
check no details,,20,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,1.00,0.09,0.09,0.09,0.27",,0.43,
check pakistani number details,,20,"0.14,0.14,0.14,0.14,0.29,0.71,0.14,0.14,0.29,0.29,0.14,1.00",,0.00,
check pan card details,,20,"0.33,0.33,0.33,0.33,0.33,0.33,1.00,1.00,0.33,0.33,1.00,0.33",,0.00,
check pan details online,,20,"0.11,0.11,0.11,0.22,0.11,0.11,0.22,0.11,0.11,0.11,1.00,0.11",,0.00,
check passport details by passport number,,20,"1.00,0.11,0.11,0.33,0.11,0.11,0.11,0.11,0.11,0.11,0.44,0.11",,0.00,
check photo details online,,20,"0.14,0.29,0.14,0.14,0.57,0.14,0.14,1.00,0.14,0.29,0.14,0.71",,0.00,
check vehicle details using chassis number,,20,"0.71,0.14,0.14,1.00,0.29,0.14,0.14,0.14,0.14,0.14,0.43,0.71",,0.00,
check visa details online,,20,"0.14,0.14,0.71,0.57,0.14,0.14,0.14,0.29,0.29,1.00,0.14,0.14",,0.00,
check website details,,20,"0.14,0.14,0.57,0.14,0.14,0.14,0.14,0.29,0.14,0.57,0.71,1.00",,0.68,
cheque details,,20,"0.14,0.14,0.14,0.14,0.14,0.71,0.14,0.43,0.14,0.14,1.00,0.14",,0.00,
cheque details format,,20,"0.25,0.25,0.25,0.50,1.00,0.50,0.25,0.50,0.75,0.25,1.00,0.75",,0.00,
cheque leaf details,,20,"0.60,0.80,1.00,0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.80,0.20",,0.00,
cheque number details,,20,"1.00,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.60",,0.00,
chess details,,20,"1.00,0.80,0.20,0.20,0.40,0.20,0.20,0.20,0.60,0.60,0.20,0.20",,0.00,
chilled water fcu connection detail,,20,"0.14,0.14,0.14,0.14,0.14,0.29,1.00,0.14,0.14,0.57,0.29,0.71",,0.00,
chilled water pump connection details,,20,"0.14,0.14,0.14,0.14,0.57,0.14,0.71,0.14,0.43,1.00,0.14,0.14",,0.00,
chiller details,,20,"0.50,0.25,1.00,0.25,0.25,1.00,0.25,1.00,1.00,0.50,0.25,0.25",,0.00,
chiller foundation details,,20,"0.14,0.14,0.14,0.14,0.29,0.14,0.29,0.14,1.00,0.14,0.14,1.00",,0.00,
chiller valve connection details,,20,"0.43,0.43,0.14,0.14,0.29,0.14,1.00,0.14,0.14,0.14,0.14,0.29",,0.00,
china country details,,20,"0.67,0.33,0.33,0.33,0.67,0.33,0.33,0.33,1.00,1.00,0.33,1.00",,0.00,
china details,,20,"0.40,0.20,0.20,0.60,0.20,0.20,0.20,0.20,0.80,0.20,0.20,1.00",,0.00,
china harbour engineering company contact details,,20,"0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.29,1.00,0.29,0.14,0.14",,0.00,
cia course details,,20,"0.20,0.20,1.00,0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.40,0.20",,0.00,
cis details,,20,"0.40,1.00,1.00,0.20,0.80,0.20,0.20,0.20,0.20,0.20,0.20,0.00",,0.00,
cisa course details,,20,"0.14,0.14,1.00,0.14,0.29,0.14,0.14,0.57,0.14,0.00,0.00,0.00",,0.00,
civil engineering course details,,20,"1.00,0.20,0.60,0.20,0.40,1.00,0.40,0.20,0.40,0.40,0.20,0.20",,0.00,
civil engineering details,,20,"1.00,0.14,0.29,0.14,0.43,0.43,0.14,0.29,0.14,0.14,0.14,0.43",,0.00,
cladding details,,20,"0.14,0.14,0.14,0.71,0.71,0.14,0.14,0.29,0.14,0.43,1.00,0.14",,0.00,
cladding details dwg,,20,"0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.75,0.00,0.25,1.00,0.00",,0.00,
classic car detailing,,20,"0.20,0.60,0.20,0.40,0.20,1.00,0.20,0.20,0.40,0.20,0.20,0.60",,0.00,
classic detail,,20,"0.11,0.11,0.11,0.11,0.56,0.11,0.11,0.11,1.00,0.11,0.44,0.11",,0.00,
classic details dwg,,20,"0.14,0.14,0.00,0.57,0.00,0.00,1.00,0.00,0.00,0.00,0.29,0.57",,0.00,
clay bar detailing,,20,"0.11,0.11,0.11,0.11,0.33,0.11,1.00,0.11,0.11,0.11,0.44,0.11",,0.45,
clear trip contact details,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.71,1.00,0.71,0.29,0.00,0.14",,0.00,
cleartrip flight details,,20,"0.14,0.29,0.43,1.00,0.29,0.14,0.14,0.14,0.14,0.43,0.14,0.14",,0.00,
client details,,20,"0.25,0.25,0.50,0.25,0.25,0.25,1.00,0.75,0.25,0.25,0.25,0.25",,0.00,
cm relief fund details,,20,"0.14,0.14,0.71,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.14,1.00",,0.00,
cma cgm dubai contact details,,20,"0.20,0.40,1.00,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.40,0.20",,0.00,
cma course details in india,,20,"1.00,0.25,0.50,0.50,0.50,0.50,0.25,0.25,0.50,1.00,0.25,0.25",,0.90,
cma course details in kerala,,20,"0.20,0.20,0.40,1.00,0.60,0.60,0.20,0.40,0.60,0.20,0.20,0.20",,0.00,
cma course subject details,,20,"0.11,0.22,0.11,0.11,0.56,1.00,0.11,0.22,0.11,0.11,0.11,0.11",,0.00,
cma exam details,,20,"0.11,1.00,0.11,0.44,0.11,0.11,0.33,0.11,0.11,0.11,0.11,0.22",,0.00,
cms detail,,20,"0.43,0.14,0.14,0.14,0.14,0.14,0.43,0.43,0.14,0.14,1.00,0.14",,0.00,
cmu block wall detail,,20,"0.20,0.20,0.40,0.20,0.20,0.40,1.00,0.20,1.00,0.20,0.60,0.20",,0.00,
cmu wall detail,,20,"0.29,0.29,0.14,0.14,0.14,0.14,0.14,1.00,0.29,0.14,0.14,0.00",,0.00,
cnee details,,20,"0.20,0.20,1.00,0.60,0.20,0.20,0.20,1.00,0.20,0.20,0.40,0.60",,0.00,
cnic number details,,20,"0.71,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14",,0.00,
coca cola details,,20,"0.00,1.00,0.71,0.14,0.14,0.43,0.57,0.14,0.00,0.00,0.14,0.00",,0.00,
coffered ceiling detail,,20,"1.00,0.14,0.29,0.14,0.14,0.14,0.57,0.29,0.14,0.14,0.14,0.14",,0.00,
cold room construction details,,20,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.22,0.11,0.11,1.00",,0.00,
column and footing reinforcement details,,20,"1.00,0.25,0.50,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.50,0.25",,0.00,
column cladding detail drawing,,20,"0.57,0.14,0.43,0.14,0.14,0.29,0.29,0.14,0.00,0.00,1.00,0.00",,0.00,
column crank detail,,20,"0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.22,0.11,0.11,0.33,0.22",,0.00,
column details dwg,,20,"0.40,0.20,0.20,0.20,0.40,1.00,0.40,0.20,0.20,0.20,0.20,0.20",,0.00,
column footing detail drawing,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.43,0.14,0.14",,0.00,
column footing reinforcement details,,20,"1.00,0.20,0.20,0.20,0.20,0.80,0.20,0.40,0.20,0.20,0.80,0.20",,0.00,
column guard detail,,20,"0.14,0.14,0.14,0.14,0.29,0.14,0.57,1.00,0.14,0.14,0.14,0.14",,0.00,
column jacketing details,,20,"0.25,0.25,0.75,0.25,0.25,0.50,0.75,0.50,0.25,0.25,1.00,0.25",,0.00,
column plan detail,,20,"0.57,1.00,0.29,0.14,0.14,0.14,0.14,0.43,0.14,0.14,0.14,0.14",,0.00,
column reinforcement detail,,20,"0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.40,0.20,0.20",,0.00,
column reinforcement detailing pdf,,20,"0.14,0.14,1.00,0.14,0.43,0.71,0.14,0.14,0.14,0.14,0.29,0.71",,0.00,
column reinforcement details dwg,,20,"0.78,0.22,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.33,0.11",,0.00,
column section detail,,20,"0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.14",,0.00,
column stirrups details,,20,"0.14,1.00,0.14,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.29,0.14",,0.00,
column ties details,,20,"0.22,0.11,0.33,0.11,0.11,0.00,0.33,1.00,0.11,0.11,0.00,0.00",,0.00,
column to beam connection detail,,20,"0.71,0.43,0.14,0.14,0.14,0.43,0.14,0.14,1.00,0.14,0.14,0.14",,0.00,
combined footing reinforcement details,,20,"0.57,0.57,0.14,0.29,0.14,0.29,0.14,0.14,0.29,0.14,1.00,0.14",,0.00,
combined footing steel details,,20,"0.20,0.20,0.20,0.20,0.20,0.80,0.20,0.20,1.00,0.40,0.20,0.20",,0.00,
company bank account details format,,20,"0.14,0.14,0.14,0.14,0.29,0.14,1.00,0.14,0.14,0.14,0.29,0.14",,0.00,
company bank details letter,,20,"0.20,0.20,0.00,0.40,0.40,0.20,1.00,0.60,1.00,0.20,0.00,0.00",,0.00,
company details india,,20,"0.20,0.20,0.20,0.20,1.00,0.80,0.20,0.20,0.40,0.20,0.20,1.00",,0.00,
company details uae,,20,"0.14,0.71,0.29,0.14,0.14,0.14,0.43,1.00,0.14,0.43,0.14,0.14",,0.00,
company secretary course details,,20,"0.20,1.00,0.20,0.20,0.80,0.40,0.20,0.20,0.20,0.20,0.20,0.60",,0.00,
compilation failed see the compiler error output for details,,20,"0.14,0.14,0.29,0.14,0.43,0.14,0.14,0.14,0.43,1.00,0.14,0.14",,0.00,
complete car detailing near me,,20,"0.14,0.14,0.14,0.14,0.43,0.57,0.29,0.14,0.14,1.00,0.71,0.14",,0.00,
composite column detail,,20,"0.11,0.00,0.00,0.11,0.11,0.44,1.00,0.78,0.11,0.11,0.11,0.00",,0.00,
composite floor detail,,20,"0.20,0.40,0.40,0.80,0.40,0.20,0.20,0.80,0.20,1.00,0.60,0.40",,0.00,
composite slab detail,,20,"0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.80,0.20,0.20,0.20,0.40",,0.00,
compound wall details,,20,"0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.40,1.00,0.20,0.20,0.20",,0.00,
comprehensive details meaning,,20,"0.20,0.40,0.00,0.00,0.20,0.80,1.00,0.20,0.80,0.20,0.20,0.00",,0.00,
computer details,,20,"0.20,0.40,0.20,0.20,0.20,0.40,0.20,0.20,1.00,0.20,0.20,0.20",,0.00,
computer hardware details,,20,"1.00,0.25,0.75,0.25,0.25,0.50,1.00,0.25,0.25,0.25,0.25,0.25",,0.00,
concealed door frame detail,,20,"0.29,0.14,0.14,0.29,0.14,0.14,0.14,0.14,0.14,0.57,0.29,1.00",,0.00,
concealed flush tank details,,20,"0.11,0.11,0.11,0.11,0.11,0.56,0.11,0.33,1.00,0.11,0.11,0.22",,0.00,
concealed hinge detail,,20,"1.00,0.14,0.43,0.14,0.71,0.14,0.43,0.14,0.14,0.14,0.29,0.43",,0.00,
concept schematic detailed design,,20,"0.20,1.00,0.80,0.40,0.20,0.20,0.20,0.60,0.20,0.60,0.20,0.20",,0.00,
conceptual design vs detailed design,,20,"0.60,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.60",,0.00,
concrete canopy detail,,20,"0.33,1.00,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.67,0.33,1.00",,0.00,
concrete cladding detail,,20,"0.20,0.40,0.20,0.20,0.60,0.20,1.00,0.20,0.20,0.20,0.40,0.40",,0.00,
concrete detail,,20,"0.43,0.14,0.14,0.14,0.14,1.00,0.14,0.57,0.14,0.14,0.14,0.14",,0.00,
concrete encasement detail,,20,"0.33,0.33,1.00,1.00,0.33,0.33,1.00,0.33,0.33,0.33,1.00,0.00",,0.00,
concrete flat roof section detail,,20,"0.20,1.00,0.40,0.20,0.20,0.20,0.20,0.20,1.00,0.40,0.60,0.20",,0.00,
concrete gutter detail,,20,"0.43,0.29,0.14,0.29,0.14,0.14,1.00,0.14,1.00,0.14,0.29,0.14",,0.00,
concrete pedestal detail,,20,"0.14,0.29,0.14,0.14,0.43,0.14,0.14,1.00,0.14,0.14,0.29,0.43",,0.00,
concrete planter detail,,20,"0.20,0.60,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.80,0.40,1.00",,0.00,
concrete retaining wall detail,,20,"0.29,0.29,0.14,0.14,0.14,1.00,0.14,0.71,0.14,0.14,0.14,0.71",,0.00,
concrete sill detail,,20,"0.40,0.40,0.20,0.40,0.20,0.80,0.20,0.20,0.20,1.00,0.40,0.40",,0.00,
concrete slab construction detail,,20,"0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.44,0.11,0.11,0.22,0.11",,0.00,
concrete slab construction joint detail,,20,"0.50,0.25,0.25,0.25,0.75,0.50,0.25,0.25,0.25,1.00,0.25,0.25",,0.00,
concrete slab detail,,20,"0.20,0.20,0.20,0.20,0.40,1.00,0.20,0.20,1.00,0.20,0.20,0.80",,0.00,
concrete slab expansion joint detail,,20,"0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.40,1.00,0.20,0.20",,0.00,
concrete slab section detail,,20,"0.20,0.20,0.20,0.20,0.40,0.40,0.20,0.20,1.00,0.20,0.20,0.20",,0.00,
concrete stair section detail,,20,"1.00,0.67,0.33,0.33,0.33,0.67,0.33,0.33,1.00,0.67,0.33,0.33",,0.00,
concrete stiffener column detail,,20,"0.20,1.00,0.60,0.20,0.20,1.00,0.40,0.20,0.20,0.20,0.20,0.20",,0.00,
concrete trench drain detail,,20,"0.14,0.14,0.14,0.43,0.14,0.29,0.14,0.14,0.71,0.14,0.29,1.00",,0.00,
concrete wall detail,,20,"0.25,1.00,0.75,1.00,0.25,0.25,0.75,0.25,0.50,0.75,0.25,0.50",,0.00,
confidential company dubai contact details,,20,"0.11,0.11,0.22,0.11,0.22,0.78,0.11,1.00,0.11,0.11,0.11,0.11",,0.00,
consignee details,,20,"1.00,0.11,0.11,0.11,0.11,0.22,0.11,0.22,0.11,0.11,0.22,0.11",,0.00,
consignee details meaning,,20,"0.20,0.20,0.80,0.20,0.20,0.20,0.20,0.40,0.80,0.80,1.00,0.20",,0.00,
consolidated contractors company contact details,,20,"0.00,0.57,0.14,0.00,0.00,0.00,0.71,0.14,0.29,0.14,1.00,0.00",,0.00,
construction detail drawings,,20,"0.60,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,
construction details,,20,"0.44,0.11,0.44,0.22,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11",,0.00,
construction details book,,20,"0.20,0.20,1.00,0.60,0.60,0.20,0.20,0.20,0.40,0.20,0.20,0.20",,0.00,
construction hoarding details,,20,"0.14,0.14,0.29,1.00,0.14,0.14,0.14,0.14,0.14,0.43,0.14,0.14",,0.00,
construction joint detail in raft foundation,,20,"0.20,0.20,0.00,0.20,1.00,0.80,0.20,0.60,0.20,0.00,0.20,0.00",,0.00,
construction joint details for concrete,,20,"1.00,0.14,0.43,0.14,0.14,0.29,0.71,0.14,0.29,0.14,0.29,0.29",,0.00,
contact detail meaning,,20,"0.25,0.25,0.25,0.75,0.25,1.00,0.50,0.25,0.75,0.25,0.25,0.25",,0.00,
contact details booking com,,20,"0.20,0.80,0.20,0.20,0.40,0.20,0.20,1.00,0.40,0.40,0.40,0.20",,0.00,
contact details example,,20,"0.14,0.57,0.14,0.14,0.14,0.29,0.14,0.14,0.57,0.14,1.00,0.14",,0.00,
contact details in arabic,,20,"0.25,1.00,0.50,0.25,0.25,0.75,0.25,0.50,0.50,0.25,0.25,0.25",,0.00,
contact details logo,,20,"0.75,0.75,0.25,0.25,0.75,0.25,0.25,0.25,1.00,0.50,0.50,0.25",,0.00,
contact details of,,20,"1.00,0.20,0.20,0.60,0.20,0.80,0.20,0.20,0.20,0.20,0.40,0.20",,0.00,
contact details of booking com,,20,"0.14,0.29,0.14,0.14,0.14,0.57,0.14,1.00,0.71,0.14,0.29,0.14",,0.00,
contact details معنى,,20,"0.11,0.11,0.22,0.11,0.22,0.11,0.11,0.33,0.11,1.00,0.11,0.11",,0.00,
contact us details,,20,"0.20,0.20,0.80,0.40,0.20,0.80,1.00,0.20,0.40,0.20,0.20,1.00",,0.00,
contact us for more details,,20,"0.25,0.25,0.25,1.00,0.50,0.25,0.75,0.50,0.25,0.25,0.25,0.25",,0.00,
container details,,20,"0.14,0.14,0.14,0.29,0.14,0.14,1.00,0.14,0.43,0.14,0.14,0.29",,0.00,
container details information,,20,"0.11,0.33,0.22,0.11,0.56,0.22,0.11,0.11,1.00,0.22,0.11,0.11",,0.00,
continuous beam reinforcement details pdf,,20,"0.40,0.20,1.00,0.20,0.40,0.20,0.20,0.40,0.20,0.20,0.20,0.60",,0.00,
contract details,,20,"0.14,0.43,0.14,1.00,0.14,0.14,0.14,0.14,0.43,0.29,0.43,0.14",,0.00,
contractor details,,20,"0.29,0.14,0.14,0.14,1.00,0.71,0.14,0.29,0.14,0.29,0.14,0.14",,0.00,
cope details,,20,"0.60,0.40,0.60,0.20,0.20,0.20,0.40,0.20,0.20,1.00,0.20,0.40",,0.00,
cope details insurance,,20,"0.25,0.75,1.00,1.00,0.25,0.25,0.25,0.50,0.50,0.25,0.75,0.25",,0.00,
coping detail,,20,"0.14,0.14,0.14,0.14,1.00,0.43,0.14,0.14,0.14,0.14,0.29,0.14",,0.00,
corner detail,,20,"0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.43,0.00,0.00",,0.00,
corner glass detail,,20,"0.75,0.25,0.50,0.75,0.25,0.50,0.25,1.00,0.25,0.25,0.25,0.25",,0.00,
corner mullion detail,,20,"0.20,1.00,0.60,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.60,0.20",,0.00,
corner window detail,,20,"0.14,1.00,0.14,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.29,0.14",,0.00,
correspondent bank details,,20,"0.11,0.11,0.11,0.11,1.00,0.22,0.33,0.56,0.11,0.11,0.11,0.11",,0.00,
corrugated sheet details,,20,"0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.43,0.14,0.57,0.14",,0.00,
cosco contact details,,20,"1.00,0.33,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,
counter details,,20,"0.40,0.20,0.20,0.40,0.20,0.80,0.80,0.40,0.20,1.00,0.40,0.20",,0.00,
cove ceiling details,,20,"0.11,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.22",,0.00,
cove lighting detail drawing,,20,"0.40,0.20,0.80,1.00,0.40,0.20,0.20,0.20,0.40,0.20,0.20,0.20",,0.00,
cove lighting section detail,,20,"0.14,1.00,1.00,0.14,0.14,0.43,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,
credential details,,20,"0.33,0.67,0.33,0.33,1.00,1.00,0.67,0.67,0.33,0.33,0.33,1.00",,0.00,
credit card details fake,,20,"0.20,0.60,0.20,0.20,0.20,1.00,0.20,0.60,0.60,0.40,0.40,0.20",,0.00,
credit card details for free trial,,20,"0.14,0.14,0.14,0.71,0.14,0.29,0.29,0.14,0.57,0.14,1.00,0.14",,0.00,
credit card details generator,,20,"0.22,0.11,0.11,0.11,0.56,0.11,1.00,0.11,0.11,0.11,0.11,0.22",,0.00,
credit card payment details,,20,"0.11,0.11,0.33,0.11,1.00,0.22,0.11,0.22,0.22,0.11,0.22,0.11",,0.00,
crew details,,20,"0.14,1.00,0.00,0.00,0.14,0.43,0.14,0.71,0.14,1.00,0.14,0.00",,0.00,
cricket details,,20,"0.14,0.14,0.14,0.71,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.29",,0.00,
cricket pitch details,,20,"1.00,0.29,0.57,0.14,0.14,0.43,0.14,0.14,0.43,0.29,0.14,0.14",,0.00,
crypto details,,20,"0.20,0.80,0.20,0.20,0.20,0.20,0.20,0.40,1.00,0.20,0.20,0.40",,0.00,
cs course details after 12th,,20,"0.25,0.25,1.00,0.25,1.00,0.25,0.25,0.50,0.50,0.50,1.00,0.75",,0.00,
ct nameplate details,,20,"0.20,0.20,1.00,0.20,0.20,0.40,0.20,0.20,0.20,0.40,0.20,0.40",,0.00,
curb stone detail,,20,"0.33,0.11,0.11,0.22,0.11,0.33,0.11,0.11,0.11,0.22,1.00,0.11",,0.00,
current transformer nameplate details,,20,"0.20,0.20,0.20,0.20,0.80,0.40,0.20,0.20,1.00,0.20,0.80,0.20",,0.00,
curtain details,,20,"0.11,0.11,0.11,0.33,1.00,0.11,0.11,0.11,0.11,0.11,0.33,0.11",,0.00,
curtain wall connection details,,20,"1.00,0.11,0.11,0.33,0.11,0.11,0.11,0.11,0.33,0.11,0.44,0.11",,0.00,
curtain wall construction details,,20,"0.14,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.57,1.00",,0.00,
curtain wall detail plan,,20,"0.14,0.14,0.14,0.14,0.14,0.57,1.00,0.29,0.14,0.14,0.29,0.14",,0.00,
curtain wall details dwg,,20,"0.20,0.60,0.20,1.00,0.40,0.40,0.20,0.20,1.00,0.20,0.20,0.20",,0.00,
curtain wall details pdf,,20,"0.11,0.11,0.44,0.11,0.33,0.33,0.11,0.22,0.11,1.00,0.11,0.11",,0.00,
curtain wall door detail,,20,"0.60,0.20,0.20,0.20,1.00,0.40,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,
curtain wall fixing details dwg,,20,"0.14,0.14,0.29,0.14,0.14,0.14,0.57,0.14,0.14,0.43,0.14,1.00",,0.00,
curtain wall glazing details,,20,"1.00,0.14,0.43,0.29,0.14,0.14,0.14,0.29,0.29,0.14,0.14,0.14",,0.00,
curtain wall installation details,,20,"0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.40,0.20",,0.00,
curtain wall mullion detail,,20,"1.00,0.71,0.14,0.14,0.14,0.43,0.14,0.14,0.29,0.14,0.14,0.14",,0.00,
curtain wall plan detail,,20,"0.11,0.11,0.11,0.22,0.11,1.00,0.11,0.11,0.11,0.22,0.11,0.11",,0.00,
curtain wall section detail,,20,"0.22,0.11,0.11,0.11,0.33,0.11,0.11,0.11,0.33,1.00,0.22,0.11",,0.00,
curtain wall spandrel panel detail,,20,"0.60,1.00,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,
curved wall detail,,20,"0.60,0.20,0.60,0.20,0.40,0.60,0.40,0.60,0.20,1.00,0.20,0.20",,0.00,
customer contact details,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.57,1.00,0.43,0.14,0.57,0.14",,0.00,
customer details,,20,"0.33,0.11,0.11,0.11,0.11,1.00,0.44,0.33,0.11,0.11,0.11,0.22",,0.00,
customer service details,,20,"0.11,0.11,0.44,0.11,0.22,0.11,0.11,1.00,0.11,0.11,0.11,0.56",,0.00,
customer service details for resume,,20,"0.33,0.33,1.00,0.33,0.33,1.00,1.00,0.67,0.33,0.33,0.33,0.67",,0.00,
cut out detail dress,,20,"0.20,0.20,0.60,1.00,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.20",,0.00,
cv details example,,20,"0.14,0.14,0.14,0.71,0.14,0.14,0.14,0.14,0.71,1.00,0.14,0.14",,0.00,
cv passport details,,20,"0.71,0.57,0.14,0.14,0.14,0.14,0.43,0.14,1.00,0.14,0.14,0.14",,0.00,
cyprus country details,,20,"1.00,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.25,0.50,0.25,0.75",,0.00,
cyprus details,,20,"0.20,0.20,0.40,0.60,0.40,0.20,1.00,0.20,0.20,0.20,0.60,0.20",,0.00,
