Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,easyauto.ae,lexus.ae,ppfdubai.ae,ceramicpro.com,3mae.ae,easyauto.ae (pages),lexus.ae (pages),ppfdubai.ae (pages),ceramicpro.com (pages),3mae.ae (pages),Results
3m dispenser,Informational,40,6,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/tapes/tape-applicators-dispensers-kits/,115
3m dust mask,Informational,40,13,0.19,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/respiratory-protection/reusable-respirators/i/safety/personal-safety/,13000000
3m in saudi arabia,Informational,40,13,0.00,0.07,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/company-mea/help-center/,24800
3m littmann classic iii stethoscope,"Informational, Transactional",40,10,0.30,0.99,0,0,0,0,37,,,,,https://littmann.3mae.ae/3M/en_AE/p/pc/stethoscopes/classic-stethoscopes/,102
3m login,"Navigational, Transactional",40,39,0.00,0.33,0,0,0,0,30,,,,,https://www.3mae.ae/3M/en_AE/consumer-mea/,121000000
3m n95,Informational,40,22,0.27,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/respiratory-protection/disposable/i/safety/personal-safety/,8330000
3m scotchcast,Informational,40,15,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/electrical/splices-accessories/resin-joints/,189000
3m suppliers in uae,Commercial,40,14,1.22,0.37,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/,102
3m tinting sharjah,Commercial,40,10,1.95,0.73,0,0,0,0,4,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,107
3m8835,Commercial,40,10,0.00,0.33,0,0,0,0,18,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/respiratory-protection/reusable-respirators/half-mask/,112
430 للبيع,Informational,40,9,0.13,0.31,0,19,0,0,0,,https://www.lexus.ae/ar/pre-owned/ls430/,,,,110
50 window tint,Informational,40,16,1.59,1.00,0,0,0,0,6,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,149
600 number uae charges,Informational,40,16,0.00,0.33,0,61,0,0,0,,https://www.lexus.ae/en/,,,,66100000
6003 3m,Informational,40,4,0.00,0.42,0,0,0,0,46,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/respiratory-protection/reusable-respirators/cartridges-filters/,103
70 percent tint,Informational,40,16,0.00,0.51,0,0,0,0,16,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,130
abrasive disc,Informational,40,8,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/abrasives/discs/,134
abu dhabi camping area,Commercial,40,28,0.00,0.09,0,55,0,0,0,,https://www.lexus.ae/en/news/top-8-best-camping-places-in-uae/,,,,126
accident enquiry,Informational,40,18,0.00,0.01,0,15,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,147
accident history dubai,Informational,40,16,0.00,0.01,0,17,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,138
acoustic protection,"Informational, Transactional",40,24,0.00,0.83,0,0,0,0,34,,,,,https://www.3mae.ae/3M/en_AE/p/c/insulation/acoustic/,135
air plug safety,Informational,40,6,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/hearing-protection/earplugs/i/safety/personal-safety/,127
ajman to salalah,Informational,40,21,0.00,0.33,0,10,0,0,0,,https://www.lexus.ae/en/news/a-complete-guide-for-dubai-to-salalah-road-trip/,,,,766000
al futtaim car auction,Navigational,40,19,0.00,0.33,0,8,0,0,0,,https://www.lexus.ae/en/trade-in/,,,,171
al futtaim dip 2,Commercial,40,12,0.67,0.66,0,13,0,0,0,,https://www.lexus.ae/en/our-locations/dubai-dubai-investment-park-service/,,,,106
al futtaim number,Navigational,40,22,0.00,0.21,0,11,0,0,0,,https://www.lexus.ae/en/,,,,6680000
anti rust for car,Informational,40,7,0.00,1.00,0,55,0,0,0,,https://www.lexus.ae/en/owners/service-plan-and-products/rustproofing/,,,,124
anti slip tape for stairs,Informational,40,12,0.30,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/tapes/anti-slip-grip/tapes-treads/,3230000
automotive window film,Informational,40,11,1.80,0.99,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,139
awd hybrid cars,Informational,40,29,0.00,0.33,0,38,0,0,0,,https://www.lexus.ae/en/hybrid/,,,,147
baseball cap hard hat,Informational,40,11,0.00,1.00,0,0,0,0,13,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/head-face-protection/hard-hats/i/safety/personal-safety/,155
best fuel economy suv cars in uae,Informational,40,9,0.58,0.37,0,17,0,0,0,,https://www.lexus.ae/en/news/top-models-picks-for-fuel-efficiency/,,,,157
best jeep workshop abu dhabi,Informational,40,5,0.00,0.00,0,60,0,0,0,,https://www.lexus.ae/en/,,,,2170000
best lexus,"Informational, Transactional",40,19,0.00,0.12,0,1,0,0,0,,https://www.lexus.ae/en/news/best-cars-to-buy-comprehensive-comparison/,,,,80800000
best place for camping in uae,Informational,40,28,0.57,0.14,0,23,0,0,0,,https://www.lexus.ae/en/news/top-8-best-camping-places-in-uae/,,,,153
best tyre pressure for car,Informational,40,12,0.00,0.81,0,8,0,0,0,,https://www.lexus.ae/en/news/what-is-car-tire-pressure-and-how-to-check-it-in-uae/,,,,134
bms 5 92 type 1,Informational,40,5,0.00,0.33,0,0,0,0,23,,,,,https://www.3mae.ae/3M/en_AE/p/c/adhesives/structural/b/scotch-weld/,94
booking service,Informational,40,18,5.45,0.40,0,5,0,0,0,,https://www.lexus.ae/en/book-a-service/,,,,112
bumper repair,Transactional,40,9,3.03,0.52,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/collision-repair-ae/car-repair-and-refinish-processes/bumper-and-plastic-repair/,169000000
cable splicer,Informational,40,22,0.00,0.33,0,0,0,0,26,,,,,https://www.3mae.ae/3M/en_AE/p/c/electrical/splices-accessories/i/electronics/,121
car buffer,Informational,40,29,0.98,0.99,0,0,0,0,22,,,,,https://www.3mae.ae/3M/en_AE/p/c/compounds-polishes/i/automotive/,137
car ceramic coating dubai,Commercial,40,12,3.51,0.58,0,0,5,0,0,,,https://ppfdubai.ae/ceramic-coating,,,136
car exchange uae,Informational,40,11,1.89,0.82,0,7,0,0,0,,https://www.lexus.ae/en/valuation-trade-in/,,,,121000000
car glass tinting near me,Commercial,40,19,1.61,0.79,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,8450000
car loan criteria,Informational,40,16,1.13,0.41,0,8,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,107
car loan information,Informational,40,19,0.00,0.33,0,13,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,127
car loan requirements,Informational,40,24,1.13,0.41,0,8,0,0,0,,https://www.lexus.ae/en/news/what-to-consider-before-taking-out-a-car-loan-in-the-uae/,,,,106
car maintenance lights,Informational,40,17,0.00,0.14,0,13,0,0,0,,https://www.lexus.ae/en/news/car-warning-lights-a-comprehensive-guide/,,,,131
car radiator water,Informational,40,19,0.00,1.00,0,4,0,0,0,,https://www.lexus.ae/en/news/car-coolant-guide-different-colours-and-their-purpose/,,,,69700000
car rust protection,Informational,40,12,2.54,0.92,0,3,0,0,0,,https://www.lexus.ae/en/owners/service-plan-and-products/rustproofing/,,,,129
car tinting dubai price,Informational,40,7,1.41,0.73,0,0,0,0,19,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/support/faq/how-much-car-window-tinting-cost/,675000
car window film,Commercial,40,9,1.11,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,137
cera pro,Informational,40,9,0.00,0.33,0,0,0,37,0,,,,https://ceramicpro.com/,,105
ceramic pro dubai,"Informational, Transactional",40,12,1.85,0.29,0,0,9,0,0,,,https://ppfdubai.ae/ceramic-coating,,,116
certified used cars uae,Informational,40,26,0.80,0.66,0,20,0,0,0,,https://www.lexus.ae/en/pre-owned/,,,,26500000
choose my car,Navigational,40,35,1.31,0.33,0,11,0,0,0,,https://www.lexus.ae/en/news/how-to-choose-the-right-car-finance/,,,,134
choose your car,Informational,40,40,0.00,0.12,0,8,0,0,0,,https://www.lexus.ae/en/news/the-best-way-to-buy-a-used-car/,,,,2060000000
clear glass finish,"Informational, Transactional",40,8,0.00,0.45,0,0,0,0,15,,,,,https://www.3mae.ae/3M/en_AE/p/c/films-sheeting/architectural-finishes/glass/i/consumer/,123
construction safety products,Informational,40,29,0.00,1.00,0,0,0,0,4,,,,,https://www.3mae.ae/3M/en_AE/worker-health-safety-ae/safety-equipment/industrial-safety-products/construction-safety-products/,138
cool window tint,Commercial,40,9,0.00,0.90,0,0,0,0,8,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,137
ct200h 2018,"Informational, Transactional",40,17,0.00,0.14,0,24,0,0,0,,https://www.lexus.ae/en/pre-owned/ct200h/,,,,120
custom traffic signs,Informational,40,22,0.00,0.33,0,0,0,0,19,,,,,https://www.3mae.ae/3M/en_AE/road-safety-ae/temporary-road-works-signage-markings/,136
cutting grinding wheel,Informational,40,8,0.00,1.00,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/p/d/b5005127001/,131
dental cement,Informational,40,28,0.21,1.00,0,0,0,0,45,,,,,https://www.3mae.ae/3M/en_AE/p/c/dental-orthodontics/bonding-agents/cements/,48400000
dichroic film,Informational,40,12,0.62,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/d/b5005018063/,131
digital welding helmet,"Informational, Transactional",40,9,0.00,1.00,0,0,0,0,32,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/welding-protection/,6490000
disposable boiler suits,Informational,40,6,0.00,1.00,0,0,0,0,20,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/apparel/coveralls/i/safety/personal-safety/,108
disposable gown price,Informational,40,2,0.00,0.89,0,0,0,0,35,,,,,https://www.3mae.ae/3M/en_AE/p/c/medical/surgical-supplies/gowns/,595
door tint film,Informational,40,11,0.00,1.00,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/home-window-solutions-mea/solutions/,35600000
double coated tape 3m,Informational,40,12,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/tapes/bonding-mounting-transfer/bonding/,169
dressing medical,Informational,40,22,0.00,1.00,0,0,0,0,42,,,,,https://www.3mae.ae/3M/en_AE/p/c/medical/bandages-dressings/,128
driver guide,Informational,40,40,0.00,0.05,0,13,0,0,0,,https://www.lexus.ae/en/news/driving-tips-for-new-drivers-in-dubai-and-abu-dhabi/,,,,122
driving from abu dhabi to salalah,Informational,40,17,0.00,0.33,0,9,0,0,0,,https://www.lexus.ae/en/news/a-complete-guide-for-dubai-to-salalah-road-trip/,,,,658000
dubai road accident,Informational,40,24,0.00,0.33,0,1,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,320
dubai to kerala by road,Informational,40,16,0.00,0.33,0,54,0,0,0,,https://www.lexus.ae/en/news/a-complete-guide-for-dubai-to-salalah-road-trip/,,,,82
dxb to salalah by road,Informational,40,16,0.00,0.01,0,1,0,0,0,,https://www.lexus.ae/en/news/a-complete-guide-for-dubai-to-salalah-road-trip/,,,,249000
electric window tint for cars,Informational,40,12,0.93,1.00,0,0,0,0,20,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,196
elekta service center abu dhabi,Informational,40,6,0.00,0.29,0,36,0,0,0,,https://www.lexus.ae/en/our-locations/abu-dhabi-service-center/,,,,12000
en149 mask,Informational,40,14,0.00,1.00,0,0,0,0,33,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/respiratory-protection/disposable/i/safety/personal-safety/,138
es 350 2016,Informational,40,19,0.39,0.33,0,93,0,0,0,,https://www.lexus.ae/ar/new-cars/es/3.5l/,,,,133
es لكزس,Informational,40,11,0.25,0.10,0,2,0,0,0,,https://www.lexus.ae/ar/new-cars/es/,,,,7730000
es350 2013,Informational,40,16,0.00,0.02,0,36,0,0,0,,https://www.lexus.ae/en/new-cars/es/,,,,124
es350 2014,Informational,40,20,0.19,0.07,0,55,0,0,0,,https://www.lexus.ae/en/pre-owned/es350/,,,,126
face shield goggles,Informational,40,9,0.00,1.00,0,0,0,0,48,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/eye-protection/,139
fast car loan approval,Informational,40,20,0.00,0.86,0,24,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,111
finishing disk,"Informational, Transactional",40,6,0.00,1.00,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/p/c/abrasives/discs/b/scotch-brite/,8900000
ford ramadan offers,Informational,40,11,0.00,0.66,0,46,0,0,0,,https://www.lexus.ae/en/news/lexus-cars-offers-you-shouldnt-miss-this-ramadan/,,,,106
fuel efficient suv in uae,Informational,40,6,0.86,0.13,0,18,0,0,0,,https://www.lexus.ae/en/news/top-models-picks-for-fuel-efficiency/,,,,142
gas mask dubai,Informational,40,5,0.18,1.00,0,0,0,0,16,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/respiratory-protection/reusable-respirators/i/safety/,10300000
green bandage,Informational,40,13,0.00,1.00,0,0,0,0,35,,,,,https://www.3mae.ae/3M/en_AE/p/c/medical/bandages-dressings/i/consumer/,79100000
green safety helmet,Informational,40,18,0.31,1.00,0,0,0,0,5,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/head-face-protection/hard-hats/i/safety/personal-safety/,136
gs 350 lexus 2019,Informational,40,16,0.00,0.14,0,23,0,0,0,,https://www.lexus.ae/en/pre-owned/gs300/,,,,122
hearing protection,Informational,40,40,0.27,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/hearing-protection/i/safety/personal-safety/,137
heat shrink tubing with glue,Informational,40,-1,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/electrical/wire-cable/tubing-molded-parts/heat-shrink/,131
hidden gems uae,Informational,40,19,0.00,0.10,0,22,0,0,0,,https://www.lexus.ae/en/news/exploring-the-uae-hidden-gems-with-lexus/,,,,15800000
home tinting,Commercial,40,9,3.17,0.70,0,0,0,0,10,,,,,https://www.3mae.ae/3M/en_AE/home-window-solutions-mea/,202000000
how to check tire manufacture date,Informational,40,23,0.00,0.02,0,1,0,0,0,,https://www.lexus.ae/en/news/a-complete-guide-on-how-to-check-tyre-year/,,,,118
how to check tyre manufacturing date,Informational,40,8,0.00,0.33,0,3,0,0,0,,https://www.lexus.ae/en/news/tyre-manufacturing-date-code-how-to-read-and-understand-it/,,,,56400000
how to claim insurance for car accident in dubai,Informational,40,8,0.17,0.34,0,4,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,70
how to find tyre manufacturing date,Informational,40,12,0.00,0.01,0,2,0,0,0,,https://www.lexus.ae/en/news/tyre-manufacturing-date-code-how-to-read-and-understand-it/,,,,47100000
how to know tyre manufacturing date,Informational,40,9,0.00,0.02,0,3,0,0,0,,https://www.lexus.ae/en/news/a-complete-guide-on-how-to-check-tyre-year/,,,,103
how to report accident online in dubai,Informational,40,23,0.00,0.10,0,6,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,39000000
ht tape,Informational,40,5,0.00,1.00,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/p/c/tapes/electrical/b/scotch/,114
hydrocem,Informational,40,5,0.00,0.10,0,0,0,0,32,,,,,https://www.3mae.ae/3M/en_AE/p/c/adhesives/flexible/water-based/i/design-construction/,117
i need to buy a car,Commercial,40,46,0.00,0.95,0,13,0,0,0,,https://www.lexus.ae/en/news/the-best-way-to-buy-a-used-car/,,,,2650000000
industrial safety solutions,Commercial,40,20,0.00,0.71,0,0,0,0,15,,,,,https://www.3mae.ae/3M/en_AE/worker-health-safety-ae/safety-equipment/industrial-safety-products/,361000000
intermediate service,Informational,40,8,0.00,0.29,0,6,0,0,0,,https://www.lexus.ae/en/news/car-service-types-what-do-they-include/,,,,831000000
ipaf training near me,"Informational, Transactional",40,15,0.38,0.16,0,0,0,0,54,,,,,https://www.3mae.ae/3M/en_AE/worker-health-safety-ae/safety-training-center/safety-training-courses/,117
is vin number same as chassis number,Informational,40,36,0.00,0.33,0,10,0,0,0,,https://www.lexus.ae/en/news/what-is-a-chassis-in-cars-chassis-number-check-types-and-more/,,,,123
laboratory goggles,Informational,40,18,0.00,1.00,0,0,0,0,23,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/eye-protection/,140
law office car accident,Informational,40,2,0.00,0.00,0,43,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,159
laxes,Informational,40,47,0.00,0.02,0,1,0,0,0,,https://www.lexus.ae/en/,,,,68
lc 500 cabrio,Informational,40,26,0.00,0.33,0,1,0,0,0,,https://www.lexus.ae/en/new-cars/lc-convertible/,,,,3410000
lc 500 price uae,Informational,40,9,0.55,0.15,0,2,0,0,0,,https://www.lexus.ae/en/new-cars/lc/,,,,109
lc570,Informational,40,21,0.00,0.10,0,92,0,0,0,,https://www.lexus.ae/en/pre-owned/lx570/,,,,49000
lexus 2 door,Informational,40,18,0.00,0.07,0,2,0,0,0,,https://www.lexus.ae/en/coupe-performance/,,,,82
lexus 450 rx,Informational,40,32,0.51,0.14,0,3,0,0,0,,https://www.lexus.ae/en/pre-owned/rx450h/,,,,128
lexus 460 2020,"Informational, Transactional",40,-1,0.00,0.43,0,1,0,0,0,,https://www.lexus.ae/en/pre-owned/gx460/,,,,126
lexus dealer parts,Commercial,40,43,0.00,0.33,0,34,0,0,0,,https://www.lexus.ae/en/our-locations/,,,,180
lexus es 350 2014,Informational,40,21,0.16,0.33,0,21,0,0,0,,https://www.lexus.ae/en/pre-owned/es350/,,,,128
lexus es 350 2016,Informational,40,19,0.26,0.13,0,20,0,0,0,,https://www.lexus.ae/en/new-cars/es/,,,,132
lexus es hybrid,Informational,40,40,0.36,0.16,0,4,0,0,0,,https://www.lexus.ae/en/new-cars/es-h/,,,,134
lexus gx 460 height,Informational,40,22,0.00,0.09,0,21,0,0,0,,https://www.lexus.ae/en/pre-owned/gx460/,,,,131
lexus hatchback 2018,Informational,40,14,0.00,0.24,0,36,0,0,0,,https://www.lexus.ae/en/,,,,153
lexus hybrid battery,Informational,40,11,1.33,0.71,0,67,0,0,0,,https://www.lexus.ae/en/hybrid/,,,,123
lexus is 350 for sale,Informational,40,16,0.23,0.66,0,2,0,0,0,,https://www.lexus.ae/en/pre-owned/is350/,,,,160
lexus is 350 for sale in uae,Informational,40,8,0.30,0.66,0,4,0,0,0,,https://www.lexus.ae/en/pre-owned/is350/,,,,110
lexus is300 2020,Informational,40,16,0.00,0.05,0,3,0,0,0,,https://www.lexus.ae/en/pre-owned/is300/,,,,4930000
lexus key,Informational,40,19,0.00,1.00,0,73,0,0,0,,https://www.lexus.ae/en/owners/,,,,106000000
lexus ls 430 price in india,Informational,40,21,0.00,0.33,0,26,0,0,0,,https://www.lexus.ae/en/pre-owned/ls430/,,,,72
lexus lx 250 price,Informational,40,15,0.28,0.19,0,1,0,0,0,,https://www.lexus.ae/en/pre-owned/is250/,,,,10300000
lexus lx 570 2020 interior,"Informational, Transactional",40,16,0.00,0.33,0,21,0,0,0,,https://www.lexus.ae/en/pre-owned/lx570/,,,,4540000
lexus lx570 black edition,Informational,40,2,0.00,0.02,0,24,0,0,0,,https://www.lexus.ae/en/new-cars/lx/,,,,173
lexus lx570 interior,"Informational, Transactional",40,19,0.00,0.33,0,8,0,0,0,,https://www.lexus.ae/en/pre-owned/lx570/,,,,106
lexus maintenance cost uae,Informational,40,8,1.35,0.31,0,2,0,0,0,,https://www.lexus.ae/en/news/lexus-service-maintenance-packages-in-the-uae/,,,,107
lexus nc,Informational,40,47,0.00,0.07,0,3,0,0,0,,https://www.lexus.ae/en/new-cars/nx/,,,,138
lexus rx 2012,Informational,40,22,0.00,0.03,0,43,0,0,0,,https://www.lexus.ae/en/pre-owned/rx350/,,,,128
lexus rx 350 hybrid,Informational,40,22,0.54,0.23,0,3,0,0,0,,https://www.lexus.ae/en/new-cars/rx350h/,,,,195
lexus rx 350 interior,Informational,40,22,0.00,0.02,0,2,0,0,0,,https://www.lexus.ae/en/new-cars/rx350/,,,,123
lexus rx 350 used price in uae,Informational,40,9,0.24,0.75,0,2,0,0,0,,https://www.lexus.ae/en/pre-owned/rx350/,,,,682000
lexus rx engine,Informational,40,18,0.00,0.00,0,6,0,0,0,,https://www.lexus.ae/en/new-cars/rx350/,,,,131
lexus rx red interior,Informational,40,16,0.00,0.33,0,7,0,0,0,,https://www.lexus.ae/en/new-cars/rx350/,,,,80
lexus rx450,Informational,40,26,0.51,0.14,0,1,0,0,0,,https://www.lexus.ae/en/pre-owned/rx450h/,,,,150
lexus salon car,"Informational, Navigational",40,-1,0.52,0.10,0,1,0,0,0,,https://www.lexus.ae/en/news/lexus-saloon-cars/,,,,152
lexus sc,Informational,40,28,0.00,0.33,0,34,0,0,0,,https://www.lexus.ae/en/,,,,132
lexus station 2017,"Informational, Transactional",40,12,0.00,0.05,0,17,0,0,0,,https://www.lexus.ae/en/,,,,97
lexus ux price uae,Informational,40,14,0.60,0.35,0,1,0,0,0,,https://www.lexus.ae/en/new-cars/ux300h/,,,,167
lexus ux white,Informational,40,17,0.00,0.33,0,4,0,0,0,,https://www.lexus.ae/en/new-cars/ux300h/,,,,129
lexus ux سعر,Informational,40,10,0.00,0.29,0,4,0,0,0,,https://www.lexus.ae/ar/new-cars/ux300h/,,,,107
lexus wiki,"Informational, Navigational",40,74,0.00,0.02,0,21,0,0,0,,https://www.lexus.ae/en/,,,,83
littmann iii stethoscope,Commercial,40,21,0.00,1.00,0,0,0,0,41,,,,,https://littmann.3mae.ae/3M/en_AE/p/pc/stethoscopes/classic-stethoscopes/,192
local campgrounds,Commercial,40,29,0.00,0.33,0,94,0,0,0,,https://www.lexus.ae/en/news/top-8-best-camping-places-in-uae/,,,,36200000
ls430 engine,Informational,40,12,0.00,0.20,0,72,0,0,0,,https://www.lexus.ae/en/pre-owned/ls430/,,,,133
ls600h,Informational,40,13,0.00,0.06,0,96,0,0,0,,https://www.lexus.ae/en/pre-owned/ls460/,,,,131
lumina tint,Informational,40,24,0.00,1.00,0,0,0,0,22,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,115
lx 2019,Informational,40,21,0.00,0.33,0,40,0,0,0,,https://www.lexus.ae/en/pre-owned/lx570/,,,,138
